---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
9357,2.658808,-64.281715,158.478607,6.55,B8V,-0.073,52.772606,44.096889,-142.77948,52.480747,,12389,,
9358,2.906343,51.166943,130.378098,6.55,K0,1.098,59.208817,56.374081,101.561447,35.514034,,13540,,
9359,2.937768,29.164068,160.256393,6.55,G8III,0.937,100.551895,97.327713,78.095024,53.65374,,13684,,
9360,3.662632,-40.352215,132.275101,6.55,A3V,0.141,57.905979,82.512718,-85.64608,36.542648,,17099,,
9361,3.821974,-1.453256,100.200401,6.55,G5,1.004,54.071316,84.320549,-2.541221,20.970076,,17856,,
9362,4.076941,55.066467,61.387402,6.55,F2IV,0.466,16.959255,30.790375,50.326427,7.870458,,19030,,
9363,4.415681,-34.757477,89.766602,6.55,F3/F5IV,0.445,29.719925,67.496391,-51.176331,16.842245,,20613,,
9364,4.590027,85.527031,37.509399,6.55,F8,0.529,1.055435,2.728246,37.394737,2.940356,,21386,,
9365,4.857507,-51.725559,515.463928,6.55,A2/A3,0.73,94.084229,305.116882,-404.666382,555.13678,,22570,,
9366,4.892806,23.315662,125.470497,6.55,K0,1.036,32.933495,110.417542,49.660789,32.900311,,22743,,
9367,4.952655,59.120312,292.397705,6.55,M0,1.663,40.634521,144.463287,250.949417,178.648758,,23033,,
9368,5.280073,-17.14234,371.747192,6.55,B2V,-0.15,66.557266,348.941742,-109.571228,288.668915,,24618,,
9369,5.42026,34.855034,125.470497,6.55,F6V...,1.101,15.567051,101.777443,71.706573,32.900311,,25343,,
9370,5.422263,-12.554091,146.627594,6.55,K1IIICN...,1.086,21.56492,141.487946,-31.871153,44.91589,,25353,,
9371,5.4253,-0.543945,215.053802,6.55,B9sp...,-0.038,32.23275,212.614639,-2.04161,96.64959,,25365,,
9372,5.557979,42.108959,549.4505,6.55,B9IIIp...,-0.015,47.06509,404.895142,368.429993,630.957336,,26057,,
9373,5.798977,35.159275,420.168091,6.55,F8Ib-II,0.742,18.069792,343.034698,241.954376,368.807709,,27380,,
9374,5.889681,-42.921329,208.768295,6.55,K3III,1.37,4.414748,152.815002,-142.1698,91.033241,,27835,,
9375,5.951287,49.029686,161.812302,6.55,G8III,0.993,1.353014,106.086494,122.17627,54.701595,,28162,,
9376,6.146398,8.669432,552.486206,6.55,B9V,-0.065,-20.927984,545.772949,83.278183,637.969604,,29138,,
9377,6.464155,47.404926,94.876701,6.55,A0V,-0.036,-7.783734,63.740177,69.843903,18.810486,,30762,,
9378,6.600029,4.498032,454.545502,6.55,B9V,-0.053,-70.891037,447.566101,35.647671,431.717834,,31523,,
9379,7.021393,32.414562,141.643097,6.55,A9IV,0.27,-31.59432,115.324211,75.92643,41.917946,,33823,,
9380,7.505157,-40.989216,146.842896,6.55,G8III,0.96,-42.555553,102.347183,-96.31675,45.040169,,36474,,
9381,7.507944,-50.608971,109.769501,6.55,A0V,-0.021,-26.791809,64.302582,-84.833488,25.165178,,36489,,
9382,7.579503,2.725496,133.511307,6.55,A7III,0.233,-53.588135,122.120369,6.348608,37.256325,,36869,,
9383,7.816383,4.333698,140.845093,6.55,G0,0.786,-64.295631,124.860428,10.642985,41.457203,,38140,,
9384,7.938498,80.265541,17.191,6.55,G8V,0.719,-1.412371,2.540472,16.94342,0.617732,,38784,,Gl 290
9385,8.588735,19.590063,202.839798,6.55,G0III,0.681,-119.823883,148.865738,68.009895,85.980507,,42133,35    Cnc,
9386,8.756478,0.197764,126.742699,6.55,G5,1.008,-83.728256,95.147781,0.437469,33.573761,,42957,,
9387,9.601448,-64.950241,79.8722,6.55,A2V,0.092,-27.367123,19.867619,-72.359589,13.329075,,47115,,
9388,9.754091,23.474566,118.483398,6.55,K0,1.092,-90.426537,60.28109,47.196907,29.322433,,47853,,
9389,9.942041,32.384659,49.529499,6.55,F2,0.429,-35.901154,21.460361,26.528074,5.123892,,48742,,
9390,10.288234,41.46743,340.136108,6.55,M2III:,1.565,-229.706955,110.434807,225.235962,241.657349,,50389,,
9391,10.446354,-4.388339,187.969894,6.55,K0,0.92,-172.128128,74.146812,-14.382729,73.790421,,51135,,
9392,10.622381,56.431339,155.279495,6.55,K1III,1.186,-80.335709,30.299261,129.382584,50.396458,,51992,,
9393,10.721646,-31.759722,149.925003,6.55,K0III,1.073,-120.403069,41.870613,-78.914253,46.946152,,52447,,
9394,11.46724,11.973094,295.858002,6.55,K2,1.599,-286.611053,40.236694,61.376431,182.810028,,55958,,
9395,11.818641,5.183366,111.731796,6.55,K0,1.152,-111.14949,5.281313,10.094237,26.08555,,57636,,
9450,0.200839,-13.813179,194.552505,6.56,K0III,1.074,188.664825,9.929064,-46.450737,78.342964,,973,,
9451,0.714653,16.662464,148.588394,6.56,K0,1.181,139.865067,26.477821,42.605194,45.70882,,3371,,
9452,0.963949,-1.765981,177.619904,6.56,G5,1.004,171.912201,44.329025,-5.473766,65.282982,,4511,,
9453,2.864689,44.894207,235.294098,6.56,K0,1.159,121.964523,113.615746,166.070557,114.604057,,13360,,
9454,2.905776,-64.435577,196.850403,6.56,K2/K3III,1.396,61.529167,58.566105,-177.578918,80.241676,,13537,,
9455,3.58675,73.346931,157.480301,6.56,A0Vn,0.024,26.653233,36.418755,150.875107,51.333397,,16725,,
9456,3.885658,-6.633744,602.409607,6.56,B9,-0.088,314.564514,509.022522,-69.591705,750.930969,,18169,,
9457,3.942111,-10.853138,86.355797,6.56,F5,0.498,43.51379,72.797546,-16.260126,15.431211,,18440,,
9458,4.641531,26.939262,62.578201,6.56,F2V:,0.344,19.425058,52.296604,28.350803,8.105877,,21619,,
9459,5.474001,34.697456,148.367996,6.56,K0,0.983,16.744862,120.828857,84.457443,45.582695,,25624,,
9460,5.591966,-4.364046,361.010803,6.56,B2.5IV,-0.16,38.379372,357.912537,-27.470539,269.898193,,26257,,
9461,5.604174,-5.647923,390.625,6.56,B3Vvar,-0.18,40.210709,386.643463,-38.443481,315.936646,,26314,,
9462,5.786193,58.785526,176.991196,6.56,K0,1.313,5.131498,91.580811,151.36879,64.863441,,27314,,
9463,6.035799,-5.136956,198.807205,6.56,K2,1.572,-1.855739,198,-17.800547,81.808792,,28595,,
9464,6.282901,7.052576,284.900299,6.56,B7III,-0.116,-20.921911,281.96994,34.980125,167.957733,,29839,,
9465,6.383742,-3.276976,303.951385,6.56,B5V,-0.148,-30.434792,301.924408,-17.374727,191.249359,,30351,,
9466,6.410824,35.255032,176.056305,6.56,K0,1.19,-15.432772,142.935455,101.622826,64.15049,,30497,,
9467,6.481211,0.127958,420.168091,6.56,A0,-0.039,-52.793026,416.837189,0.938352,365.426453,,30874,,
9468,6.600623,56.386066,83.612,6.56,F2,0.398,-7.248296,45.716076,69.630974,14.467717,,31526,,
9469,6.647057,4.700609,358.422913,6.56,B8IIIn,-0.069,-60.22337,352.104523,29.372459,265.950012,,31790,,
9470,6.757237,-52.200924,666.666687,6.56,G3Ib,1.075,-80.472374,400.593506,-526.776733,920.449585,,32375,,
9471,6.879729,-54.090336,444.444397,6.56,G5Ib/II,1.082,-59.506332,253.787735,-359.974609,408.883881,,33016,,
9472,7.006561,-49.135056,187.969894,6.56,G5III,0.882,-32.034775,118.739159,-142.152969,73.113907,,33728,,
9473,7.354668,-8.8779,36.324001,6.56,F5,0.532,-12.462851,33.655315,-5.605848,2.731493,,35642,,
9474,7.532123,38.896069,80.645203,6.56,A2V,0.077,-24.505936,57.78336,50.637939,13.464803,,36624,,
9475,7.582614,3.276598,146.627594,6.56,G5,1.05,-58.932018,134.001617,8.380684,44.504097,,36882,,
9476,7.718604,-49.992996,237.529694,6.56,A2V,0.077,-66.411026,137.506027,-181.939651,116.842278,,37617,,
9477,7.727531,-25.503836,100000,6.56,A3III,0.065,-39442.1875,81181.25,-43057.15234,20701414,,37660,,
9478,7.775954,-40.059513,606.060608,6.56,B2III,-0.124,-207.984146,414.623993,-390.050476,760.676514,,37938,,
9479,8.030905,-44.599907,613.496887,6.56,K2IIICN...,1.337,-221.466827,376.523315,-430.768005,779.112183,,39272,,
9480,8.138711,-23.617788,346.020813,6.56,B3III/IV,-0.077,-168.382813,268.626587,-138.627686,247.97049,,39834,,
9481,8.228248,23.13773,93.633003,6.56,A4IVn,0.116,-47.42691,71.861969,36.7924,18.146797,,40293,,
9482,8.234761,-44.575794,97.943199,6.56,F2pvar,0.18,-38.528873,58.163475,-68.741707,19.860949,,40330,,
9483,8.430102,1.574316,176.991196,6.56,K0,1.16,-105.118294,142.310867,4.862575,64.863441,,41315,,
9484,8.55931,-16.109615,150.150208,6.56,K0III,1.036,-89.582733,113.067261,-41.663059,46.687435,,41992,,
9485,8.747447,-44.542595,36.483002,6.56,G3IV,0.567,-17.131594,19.561325,-25.590744,2.754229,,42922,,
9486,8.947136,-17.433395,62.305302,6.56,F3/F5V,0.413,-41.447067,42.610489,-18.666477,8.038962,,43920,,
9487,8.971747,18.308275,132.275101,6.56,A0,0.021,-88.138786,89.452377,41.551525,36.207623,,44056,,
9488,10.35404,-13.786528,123.915703,6.56,A1V,0.099,-109.344383,50.268295,-29.529743,31.798014,,50705,,
9489,10.445542,-47.659824,101.522797,6.56,F0IV/V,0.295,-62.794258,27.06538,-75.041489,21.340275,,51130,,
9490,10.851665,-18.332212,144.508698,6.56,A3V,0.092,-131.022293,40.620911,-45.451775,43.211567,,53037,,
9491,10.864815,-49.157562,49.8008,6.56,F7V,0.513,-31.141075,9.537241,-37.674847,5.13334,,53106,,
9492,11.626138,-60.903229,164.473694,6.56,M4III,1.276,-79.598457,7.816056,-143.717056,55.975761,,56702,,
9536,0.348498,10.976901,310.55899,6.57,A0V,0.056,303.608826,27.777309,59.134514,197.879135,,1670,,
9537,0.398125,60.961414,54.555401,6.57,F2,0.38,26.337414,2.75497,47.697407,6.103796,,1892,,
9538,0.517758,55.702614,137.551605,6.57,G5,1.154,76.797401,10.474259,113.634193,38.797165,,2440,,
9539,0.979374,-5.882816,102.564102,6.57,K0,1.136,98.688492,25.873156,-10.512202,21.577444,,4592,,
9540,1.431993,-8.504394,158.730194,6.57,G5,1.108,146.081665,57.48391,-23.473856,51.665424,,6690,,
9541,1.449471,-32.543182,265.957397,6.57,C,2.45,208.2491,83.049515,-143.06778,145.077484,,6759,,
9542,1.466512,-22.036936,189.753296,6.57,K0III,0.921,163.085342,65.88308,-71.196236,73.858421,,6835,,
9543,1.722619,59.632759,148.809494,6.57,K1III,1.075,67.70771,32.78878,128.393265,45.41507,,8052,,
9544,2.035533,28.400213,120.481903,6.57,K1III,1.007,91.285873,53.842369,57.304577,29.785164,,9493,,
9545,2.152187,71.55201,27.1518,6.57,F8,0.551,7.263752,4.589191,25.756504,1.512168,,10031,,
9546,2.238592,-76.357536,173.010406,6.57,K2III+...,0.895,33.996998,22.56958,-168.129166,61.376202,,10422,,
9547,2.317904,57.135498,100000,6.57,B3Ia,0.464,44576.99609,30945.54883,83995.625,20511622,,10805,,
9548,2.368506,22.873594,188.323898,6.57,G2IV,0.796,141.21286,100.828773,73.201454,72.777977,,11035,,
9549,2.847836,-67.522385,140.252502,6.57,K0III,1.007,39.396202,36.376148,-129.597366,40.36454,,13274,,
9550,3.252099,73.868149,289.017303,6.57,K0,1.465,52.914387,60.404106,277.637207,171.395737,,15135,,
9551,3.797963,33.599873,325.73291,6.57,B2.5V,0.035,147.887573,227.461212,180.257324,217.570496,,17735,,
9552,4.05941,-25.847895,478.468903,6.57,M2III,1.631,209.474289,376.214233,-208.604568,469.461517,,18939,,
9553,4.136975,43.191139,130.548294,6.57,B8,-0.011,44.603947,84.081123,89.351852,34.962299,,19298,,
9554,4.280192,16.214384,138.121506,6.57,K1III,1.101,57.717735,119.410149,38.568035,39.120106,,19960,,
9555,5.193288,-37.395283,409.83609,6.57,M1III,1.653,68.25563,318.365692,-248.897736,344.508545,,24189,,
9556,5.343978,71.714684,150.150208,6.57,G5,0.926,8.051267,46.416401,142.568497,46.259399,,24948,,
9557,5.589407,-4.494172,380.228088,6.57,B1.5V,-0.142,40.667755,376.871429,-29.793819,296.483124,,26233,,
9558,5.630024,-34.689693,343.642609,6.57,K1/K2III,1.269,27.325712,281.234497,-195.577881,242.325989,,26466,,
9559,5.698545,23.326227,242.718399,6.57,B8p,-0.051,17.571604,222.18634,96.108299,120.892677,,26836,,
9560,5.763753,40.507236,60.5327,6.57,A3e...,0.256,2.844784,45.936432,39.31863,7.516229,,27192,,
9561,5.909638,-4.064714,384.615387,6.57,B1.5V,-0.175,9.075025,383.540833,-27.262764,303.38913,,27929,,
9562,6.11551,16.366714,364.963501,6.57,K0,1.129,-10.587786,350.014282,102.840912,273.149231,,28978,,
9563,6.163651,2.869469,156.739807,6.57,K0,1.02,-6.704843,156.399628,7.846512,50.396458,,29236,,
9564,6.345018,72.145958,233.100204,6.57,G5,1.297,-6.446554,71.175591,221.874237,111.480782,,30153,,
9565,6.395212,-16.46719,196.0784,6.57,A9/F0IV,0.307,-19.420677,187.030106,-55.581604,78.849693,,30414,,
9566,6.454383,14.88923,100000,6.57,O9:pe,0.105,-11469.21191,95959.46094,25695.11328,20511622,,30722,,
9567,6.482327,26.967457,46.232101,6.57,F5,0.554,-5.189206,40.876396,20.965248,4.385307,,30880,,
9568,6.501555,9.029712,775.193787,6.57,A0III,0.121,-100.238174,758.996582,121.664078,1232.537109,,30977,,
9569,6.713184,-4.14088,66.050201,6.57,F5,0.501,-12.228775,64.732826,-4.769425,8.945405,,32146,,
9570,6.911049,15.837945,200.803207,6.57,G8III,0.921,-45.640182,187.71138,54.802696,82.717995,,33205,,
9571,7.072271,1.488491,233.644897,6.57,A0V,0.01,-64.708885,224.423477,6.069195,111.995354,,34107,,
9572,7.229787,-31.083633,429.184509,6.57,B2III/IV,-0.172,-116.304817,348.674072,-221.583237,377.746124,,34937,,
9573,7.339713,-56.294647,71.022697,6.57,A1V,0.111,-13.54152,37.01268,-59.083946,10.346656,,35567,,
9574,7.521489,-1.125878,129.199005,6.57,G5,1.072,-50.103378,119.061279,-2.538634,34.229458,,36565,,
9575,7.932944,-12.608194,94.073402,6.57,G8IV,0.964,-44.499691,80.298889,-20.534607,18.146797,,38748,,
9576,8.459243,-20.843958,178.571396,6.57,A1V,0.043,-100.174339,133.474777,-63.540005,65.403351,,41475,,
9577,8.548272,-47.605515,100000,6.57,B9Iab:,0.13,-41717.28516,52967.41406,-73852.02344,20511622,,41928,,
9578,8.871219,8.06292,24.0154,6.57,G0,0.64,-16.237293,17.37081,3.368416,1.182497,,43557,,
9579,9.354263,15.371352,212.766006,6.57,A1V,-0.003,-157.878143,131.008057,56.398785,92.896637,,45874,,
9580,9.397159,-35.247524,92.081001,6.57,A1/A2IV,0.052,-58.405743,47.368015,-53.140858,17.394022,,46081,,
9581,9.503917,-24.274067,222.717102,6.57,K3III,1.422,-161.198441,123.429527,-91.559402,101.765366,,46609,,
9582,9.511182,-28.766483,211.864395,6.57,K2III,1.226,-147.670197,112.626099,-101.957825,92.04496,,46646,,
9583,10.279411,-20.669683,98.425201,6.57,F5IV,0.477,-82.903847,40.093098,-34.742107,19.87925,,50340,,
9584,10.342814,-31.813671,62.539101,6.57,F7V,0.506,-48.220085,22.339918,-32.968021,8.024168,,50641,,
9585,10.526738,2.844767,133.868805,6.57,K0,1.12,-123.881363,50.300323,6.643928,36.745148,,51538,,
9586,10.710412,3.58311,71.377602,6.57,F5,0.507,-67.21669,23.59668,4.460847,10.452014,,52401,,
9587,11.082658,-59.858898,100000,6.57,B1Iab,0.186,-48772.00781,11943.58398,-86479.14063,20511622,,54179,,
9588,11.325485,32.825134,142.857101,6.57,K0,1.035,-118.180061,21.088951,77.439529,41.879356,,55302,,
9589,11.587175,-60.894554,54.5256,6.57,F2IV,0.363,-26.367481,2.861096,-47.640427,6.098176,,56519,,
9590,11.595394,10.911281,106.951897,6.57,A4Vn,0.139,-104.42971,11.103347,20.244785,23.46389,,56553,,
9660,0.200381,23.471748,154.798798,6.58,K0III,0.99,141.794876,7.445375,61.655872,48.707966,,969,,
9661,0.444294,56.641209,178.571396,6.58,B9V,0.021,97.529373,11.395711,149.150604,64.803726,,2101,,
9662,0.586005,36.832233,259.740295,6.58,G8III-IV...,1.445,205.45282,31.769312,155.707489,137.151321,,2753,,
9663,1.270015,-42.009716,178.571396,6.58,K2III,1.189,125.417442,43.307594,-119.510094,64.803726,,5927,,
9664,1.622832,74.300957,277.008301,6.58,B9V,0.008,68.290474,30.895464,266.674774,155.883453,,7557,,
9665,2.677785,-69.233002,128.369705,6.58,G2w...,0.66,34.781857,29.358686,-120.030052,33.481121,,12485,,
9666,2.840564,31.972887,119.0476,6.58,A0,0.032,74.32682,68.367294,63.037834,28.813765,,13241,,
9667,2.859985,-63.540672,242.130798,6.58,K2/K3IIICN.,1.226,79.030281,73.438774,-216.767807,119.124199,,13333,,
9668,2.924507,73.371124,290.697693,6.58,G5,1.199,59.974606,57.649895,278.540283,171.711746,,13621,,
9669,2.946792,-35.377792,156.739807,6.58,G8III/IV,0.976,91.616928,89.099419,-90.746887,49.934418,,13727,,
9670,3.392445,58.722019,375.939789,6.58,K0II-III,1.271,123.133301,151.443573,321.30011,287.34259,,15795,,
9671,3.689553,-19.584391,127.877197,6.58,A3IV/V,0.092,68.511528,99.103119,-42.863762,33.235329,,17223,,
9672,3.788812,-50.754021,207.900208,6.58,K3III,1.325,71.958275,110.098557,-161.005615,87.821327,,17688,,
9673,4.142739,-45.864799,53.134998,6.58,F2V,0.386,17.290289,32.712475,-38.134968,5.738521,,19331,,
9674,4.56058,16.323339,76.923103,6.58,F0,0.188,27.165495,68.642647,21.619886,12.022644,,21257,,
9675,4.669729,40.789009,76.863998,6.58,F2,0.425,19.860168,54.701614,50.21336,12.011577,,21749,,
9676,5.483639,42.270515,144.092194,6.58,G5,0.937,14.369967,105.652122,96.920937,42.189075,,25674,,
9677,5.565996,1.407647,342.46579,6.58,B2V,-0.174,38.816235,340.154999,8.412879,238.341675,,26098,,
9678,5.793649,54.494663,170.067993,6.58,K0,0.924,5.333342,98.627785,138.445801,58.775997,,27355,,
9679,6.014175,-42.870464,235.294098,6.58,B9IIIp SrEu+,-0.159,-0.639963,172.444382,-160.080734,112.512299,,28489,,
9680,6.038085,1.694053,202.020203,6.58,B8V,-0.042,-2.013355,201.92189,5.972221,82.946869,,28609,,
9681,6.116265,-6.202715,69.783699,6.58,A5,0.228,-2.111328,69.34304,-7.539882,9.899198,,28985,,
9682,6.225904,18.680346,181.818207,6.58,B8Vnn,-0.085,-10.180604,171.939087,58.234257,67.173813,,29545,,
9683,6.315118,23.603283,271.002686,6.58,G5,0.906,-20.463516,247.486328,108.51004,149.279434,,30003,,
9684,6.509225,-12.081046,172.711594,6.58,K0III,1.081,-22.448441,167.387894,-36.14769,60.645699,,31020,,
9685,6.52486,-21.405546,82.712997,6.58,A6V,0.256,-10.548175,76.281654,-30.18751,13.905929,,31092,,
9686,6.675383,61.922523,102.144997,6.58,A2,0.156,-8.456275,47.326534,90.123756,21.203131,,31944,,
9687,6.859277,-6.966512,392.156891,6.58,B9,0.03,-86.830994,379.453918,-47.56443,312.46402,,32923,,
9688,6.871681,-5.173713,8.71,6.58,K3V,1.071,-1.962415,8.449535,-0.785422,0.15417,,32984,,Gl 250A
9689,6.969036,-10.315711,204.081604,6.58,K2,1.386,-50.392559,194.356201,-36.545303,84.644745,,33534,,
9690,7.029781,-35.54792,229.885101,6.58,Ap Si,-0.154,-49.816948,180.285126,-133.651428,107.44841,,33864,,
9691,7.035203,-3.754834,588.235291,6.58,M1Ib comp SB,1.57,-157.138458,565.547791,-38.521946,703.396179,,33891,,
9692,7.40262,-58.491947,50.838799,6.58,G5IV,0.71,-9.538543,24.798151,-43.34362,5.252911,,35910,,
9693,7.452532,11.954995,342.46579,6.58,K0,0.903,-124.35704,311.104065,70.939499,238.341675,,36189,,
9694,7.48648,12.760022,97.847397,6.58,A5,0.227,-36.207619,88.295609,21.611414,19.462561,,36371,,
9695,7.488563,6.582112,112.739601,6.58,G5,1.003,-42.549191,103.599129,12.923002,25.822601,,36389,,
9696,7.729976,-40.309326,408.1633,6.58,B3Vne,-0.131,-136.197266,279.869873,-264.046692,338.532227,,37675,,
9697,8.2828,59.189365,173.912994,6.58,K0,1.318,-50.123562,73.638374,149.367538,61.489365,,40570,,
9698,8.433628,-10.516583,104.711998,6.58,A2,0.176,-61.24522,82.754791,-19.112045,22.284351,,41336,,
9699,8.574719,-51.093132,353.356903,6.58,B5Vn,-0.156,-138.519302,173.391098,-274.971039,253.74646,,42069,,
9700,8.633789,-11.743735,124.843903,6.58,A0,-0.044,-77.759491,94.306892,-25.410065,31.681082,,42348,,
9701,8.721689,-38.882378,11.1408,6.58,K2V,0.917,-5.66967,6.562556,-6.993424,0.252348,,42808,,Gl 320
9702,8.777773,28.765059,85.543198,6.58,G8II...,0.051,-49.851173,56.017475,41.165092,14.873049,,43100,48Iot Cnc,
9703,9.0625,-17.496599,212.766006,6.58,K3III,1.452,-145.816269,141.120834,-63.96793,92.04496,,44478,,
9704,9.434392,-1.23494,263.157898,6.58,K0,1.417,-205.947052,163.724548,-5.671605,140.734314,,46273,,
9705,9.72517,-20.365839,133.333298,6.58,G8/K0III,0.91,-103.478897,70.119652,-46.401741,36.140987,,47698,,
9706,10.116636,-71.478027,59.880199,6.58,F5V,0.48,-16.756231,9.003703,-56.778522,7.284504,,49546,,
9707,10.60483,-10.583403,61.538502,6.58,F0V,0.296,-56.500999,21.60677,-11.302532,7.698391,,51907,,
9708,11.118989,-32.587025,54.7645,6.58,F2V,0.363,-44.9212,10.548749,-29.495054,6.092563,,54349,,
9709,11.378264,40.175472,99.502502,6.58,F5,0.483,-75.022095,12.320416,64.192047,20.118704,,55549,,
9710,11.962584,-8.548713,57.142899,6.58,G0,0.568,-56.505322,0.553516,-8.494305,6.637431,,58331,,
9755,0.053698,17.552267,171.526596,6.59,K0,1.122,163.524551,2.299016,51.728256,59.265232,,258,,
9756,0.26986,-79.851181,17.497801,6.59,G6V,0.749,3.075498,0.217909,-17.224018,0.616595,,1292,,NN 3021
9757,0.496945,-32.115982,182.481796,6.59,K2/K3III,1.351,153.251114,20.05121,-97.013687,67.050186,,2330,,
9758,1.21325,-6.783375,121.212097,6.59,G5,0.934,114.342781,37.591217,-14.317057,29.59375,,5666,,
9759,1.274799,42.939419,23.196501,6.59,G0,0.594,16.044586,5.562801,15.802029,1.083428,,5944,,
9760,1.397463,17.818344,49.8008,6.59,F0,0.403,44.273998,16.961473,15.23901,4.993442,,6527,,
9761,1.448209,3.535644,166.113007,6.59,B9V,-0.06,154.022583,61.365082,10.244109,55.564831,,6751,,
9762,1.463024,40.335804,326.797394,6.59,A0III,-0.03,231.055832,93.096436,211.524918,214.980957,,6823,,
9763,1.478749,-33.763973,91.575104,6.59,A9/F0V,0.303,70.495461,28.741707,-50.894939,16.888847,,6888,,
9764,1.730015,74.604507,135.501404,6.59,G5,1.035,32.345875,15.741603,130.639099,36.982819,,8082,,
9765,1.863105,18.290001,105.042,6.59,K2III,1.102,88.104675,46.740742,32.964989,22.222862,,8689,,
9766,2.336906,64.336952,146.842896,6.59,B9.5V,-0.023,52.059319,36.524845,132.35759,43.411022,,10893,,
9767,2.536491,-32.606331,234.192001,6.59,K1III,1.214,155.359558,121.587273,-126.197609,110.458717,,11794,,
